mergeid,sample,int_date,phase,fcall,attempts,refusal,stimes,ilang,p1version,cregion,state,density,usr,scregion,sstate,susr,igender,irace,llitext1,llitext2,qs1,cpitext1,cpitext2,qa1,qa1a,qb2,qb3,qb4,qa12,qa14a,qa14b,qa14c,qa14d,qa14e,qa15a,qa15b,qb18a,qb18b,q25a,q25b,q25c,q25d,q25f,q25g,q25i,q25k,q25n,q25p,qa26,qa27,qb27,qb28,qb29,qa30,qb30,qb31,oftvote,qb32,qb33,qb33a,cheat,qa36a,qa36b,qa36c,qa36d,qa37a,qa37b,qa37c,qa37d,q40,qb42a,qb42b,qb42c,qb42d,qb46,q50r,q50u,q50y,q50aa,q50cc,q50ee,q50hh,qbx,qe2,qe1,qe3,employ1,employ7,qe11,q51jj,q51ll,q51mm,q51nn,q51pp,q51qq,q51rr,qb52,qb52x,qb53a,qb53b,qb53c,qb54,qb54a,qb55a,qb55b,qa62,qa77,qa77a,qa77b,qa78,qb80,qa126,qa126a,qa126b,qa127,qa128,qa129,qa143,ideoconsist,typogroups,sex,age,educ2,hisp,racecmb,racethn,racethn2,birth_hisp,usborn,marital,citizen,relig,chr,born,attend,income,inchi,reg,party,partyln,partystr,partysum,qb166,qb167,qa168,qa169,ideo,partyideo,hh1,hh3,adults,child,ql1,ql1a,qc1,ll,cp,money2,ckinfo,iphoneuse,hphoneuse,weight
1100190,1,60817,1,170608,1,0,1,1,1,4,4,1,S,4,4,S,2,1,2,1, , , ,1,1, , , ,1,2,1,2,3,2,2,4, , ,1,2,1,2,2,2,1,1,2, ,2,2, , , ,2, , ,1, , , , ,2,1,2,1,1,2,1,2,1, , , , , ,1,1,2,1,2,5,1, , , , , , , ,1,2, ,1, , , , , , , , , , , , ,1,2, ,1,1, ,2, ,1,1,2,3,1,8,8,2,60,4,2,1,1,1, ,1,3, ,2, ,2,5,3, ,1,3,1, ,1, , ,2, ,2,3,2,2,2,0,1, , ,1,1, , ,2,2,1.741935483870968
1100193,1,60817,1,170608,1,0,1,1,1,3,37,3,U,4,35,U,2,4,2,1, , , ,2,1, , , ,2,1,2,1,9,1,8,8, , ,1,1,2,1,2,1,2,1,1, ,1,1, , , ,2, , ,1, , , , ,1,2,1,2,2,1,2,1,1, , , , , ,2,1,2,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,3,1,1, ,2, ,1,1, ,2,1,2,2,-6,1,1,22,6,1,1,3,3,1, ,6, ,12, , ,6,2, ,1,2, ,1,2, , , ,1,5,5,4,4,3,0,2,2, ,1,0, , ,1,1,7.483870967741935
1100197,1,61017,1,170608,2,1,2,1,2,4,35,3,U,4,35,U,1,3,2,2, , , ,1,1, , , ,1,2,1,2,1,2,1,4, , ,1,2,1,2,2,2,1,1,2, ,2,1, , , ,2, , ,1, , , , ,2,2,2,1,1,2,1,2,1, , , , , ,1,1,1,1,2,2,1, , , , , , , ,1,2, ,1, , , , , , , , , , , , ,1,2, ,1,1, ,2, ,2,1,2,3,1,8,8,2,53,6,2,1,1,1, ,1,1, ,13, ,2,4,7, ,1,3,1, ,1, , ,1, ,2,3,4,2,2,2,1, , ,1,1, , ,2,2,1.4516129032258065
1100206,1,61817,1,170608,5,1,5,1,2,4,4,3,S,4,4,S,2,2,1,2, , , ,2,1, , , ,1,3,1,1,3,1,4,2, , ,1,2,2,1,1,1,2,1,1, ,2,1, , , ,2, , ,1, , , , ,2,2,1,2,2,1,1,1,1, , , , , ,2,1,2,1,1,2,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,2, ,1,1,1,2,-6,3,2,57,8,2,2,2,2, ,1,3, ,12, , ,5,7, ,1,2, ,2,2, , , ,1,5,5,4,3,3,1,1, , ,1,1, , ,2,2,2.064516129032258
1100211,1,60817,1,170608,1,0,1,1,1,4,41,3,S,4,41,S,2,2,2,1, , , ,2,1, , , ,2,1,1,1,2,1,4,2, , ,2,1,2,1,1,1,2,2,1, ,2,1, , , ,2, , ,1, , , , ,2,2,1,2,2,2,2,1,1, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,2,1,1,2,-10,1,2,73,8,2,1,1,1, ,1,3, ,1, ,2,3,6, ,1,2, ,1,2, , , ,1,4,5,1, ,1,0,1, , ,1,1, , ,2,2,1
1100212,1,60817,1,170608,1,0,1,1,1,4,41,1,R,4,41,R,1,2,1,2, , , ,9, , , , ,2,9,2,2,9,2,2,3, , ,1,1,2,1,1,9,1,1,1, ,1,3, , , ,2, , ,3, , , , ,2,2,2,2,1,1,2,2,2, , , , , ,2,2,2,2,2,9,1, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,2,1,1, ,1, ,1,1, ,1,3,9,9,-3,6,1,73,1,2,1,1,1, ,1,5, ,2, ,2,5,2, ,1,1, ,2,1, , ,2, ,3,2,1, ,1,0,2, , ,1,0, , ,1,1,5.193548387096775
1100215,1,61017,1,170608,2,0,2,2,2,4,32,1,R,4,32,R,2,3,2,2, , , ,2,1, , , ,1,2,1,1,2,2,4,1, , ,1,1,2,1,1,1,2,1,1, ,1,2, , , ,2, , ,4, , , , ,1,1,2,2,2,2,1,1,3, , , , , ,2,2,2,2,2,1,1, , , , , , , ,2,1, ,2, , , , , , , , , , , , ,2,1,2, ,2, ,1,2, ,1,1,4,2,-6,0,1,53,1,1,5,3,4,3, ,1,1,2, ,2,4,1, ,3,3,9, ,9, , , , ,5,3,4,2,2,2,2,2, ,1,0, , ,1,1,8.161290322580644
1100224,1,61617,1,170608,3,1,3,1,2,4,6,1,S,4,6,S,2,2,1,1, , , ,1,1, , , ,1,2,1,1,1,1,1,3, , ,1,1,1,2,2,2,1,1,2, ,1,1, , , ,1, , ,1, , , , ,2,1,2,1,2,1,1,1,1, , , , , ,2,2,1,1,2,2,1, , , , , , , ,1,2, ,1, , , , , , , , , , , , ,1,1,9, ,1, ,2, ,2,1,2,1,2,6,5,2,88,5,2,1,1,1, ,1,5, ,1, ,2,4,3, ,1,1, ,1,1, , ,1, ,2,1,5,4,3,1,2,1, ,1,0, , ,1,2,3.516129032258065
1100234,1,60817,1,170608,2,0,2,1,1,2,39,4,U,2,39,U,2,4,2,1, , , ,2,1, , , ,2,1,2,3,2,3,3,2, , ,2,2,2,1,1,1,2,1,1, ,1,3, , , ,3, , ,1, , , , ,1,2,1,2,2,1,1,1,1, , , , , ,1,1,2,1,1,1,2, , , , , , , ,2,1, ,1, , , , , , , , , , , , ,2,1,1, ,2, ,1,2, ,1,3,4,1,-6,2,1,86,6,2,1,1,1, ,1,5, ,2, ,2,2,3, ,1,2, ,1,2, , , ,1,4,5,1, ,1,0,1, , ,1,1, , ,2,2,1
1100236,1,60817,1,170608,2,0,2,1,1,1,34,5,S,1,34,S,2,3,1,2, , , ,2,1, , , ,9,1,2,1,2,1,4,3, , ,2,1,5,5,5,1,2,2,1, ,1,1, , , ,2, , ,1, , , , ,1,2,1,2,2,2,1,2,1, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,5, , , , , , , , , , , , ,2,1,1, ,9, ,1,1, ,1,1,2,9,-7,2,1,58,6,2,1,1,1, ,1,1, ,9, , ,6,10, ,1,3,2, ,2, , , ,2,3,3,3,2,2,1,1, , ,1,1, , ,2,2,1.5483870967741935
1100238,1,60817,1,170608,2,0,2,1,1,1,42,2,S,1,42,S,2,2,2,2, , , ,1,1, , , ,2,2,1,2,1,2,2,4, , ,1,2,1,2,1,2,1,1,2, ,2,1, , , ,2, , ,1, , , , ,2,1,2,1,1,2,1,2,1, , , , , ,1,1,1,2,2,1,1, , , , , , , ,2,1, ,1, , , , , , , , , , , , ,1,2, ,2,1, ,2, ,2,1,3,3,1,6,8,1,66,6,2,1,1,1, ,1,3, ,1, ,1,2,3, ,1,1, ,1,1, , ,2, ,2,1,1, ,1,0,1, , ,1,1, , ,2,2,1
1100242,1,61517,1,170608,9,1,9,1,2,3,48,4,U,3,48,U,1,4,2,1, , , ,1,1, , , ,2,1,1,2,1,2,2,4, , ,1,2,1,2,2,2,1,1,2, ,2,2, , , ,9, , ,1, , , , ,2,1,2,1,1,2,1,2,2, , , , , ,1,2,1,2,2,2,1, , , , , , , ,2,2, ,1, , , , , , , , , , , , ,2,1,2, ,2, ,2, ,1,1,4,4,1,10,8,1,92,6,2,1,1,1, ,1,1, ,2, ,2,2,8, ,1,1, ,1,1, , ,1, ,2,1,2,2,2,0,1, , ,1,1, , ,2,2,1.1935483870967742
1100244,1,60917,1,170608,4,0,4,1,2,2,55,1,S,2,55,S,2,2,2,2, , , ,2,2, , , ,2,9,1,1,1,1,8,2, , ,2,1,1,2,2,1,2,2,2, ,1,1, , , ,1, , ,1, , , , ,1,1,1,2,2,1,2,1,2, , , , , ,2,2,1,2,1,1,2, , , , , , , ,2,2, ,2, , , , , , , , , , , , ,1,1,1, ,2, ,1,2, ,2,1,4,2,0,2,1,88,5,2,1,1,1, ,1,5, ,1, ,1,2,4, ,1,3,2, ,2, , , ,2,9,3,1, ,1,0,1, , ,1,1, , ,2,2,1.0645161290322582
1100245,1,60817,1,170608,2,0,2,1,1,2,39,5,U,2,39,U,1,3,1,2, , , ,2,1, , , ,2,1,1,9,2,1,4,1, , ,2,2,2,1,1,2,2,2,1, ,2,2, , , ,2, , ,4, , , , ,2,2,1,2,2,2,2,2,3, , , , , ,1,1,1,2,1,1,2, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,3,2, ,2,2, ,2, ,2,1,3,1,2,-4,3,1,74,3,2,2,2,2, ,1,1, ,1, ,1,5,10, ,1,2, ,2,2, , , ,1,4,5,3,3,3,0,2,1, ,1,0, , ,1,2,8.161290322580644
1100248,1,61017,1,170608,3,1,3,1,2,3,1,3,U,3,1,U,2,9,2,1, , , ,9, , , , ,1,2,1,2,1,2,3,4, , ,1,2,5,5,2,1,5,1,2, ,2,2, , , ,2, , ,1, , , , ,1,2,2,2,1,2,1,2,1, , , , , ,2,1,1,1,2,5,1, , , , , , , ,1,2, ,1, , , , , , , , , , , , ,9,2, ,1,1, ,1,2, ,2,2,3,2,1,5,1,52,8,2,1,1,1, ,1,1, ,10, , ,5,7, ,1,3,1, ,1, , ,1, ,3,3,6,2,2,4,1, , ,1,1, , ,2,2,1.4516129032258065
1100250,1,60817,1,170608,2,0,2,1,1,4,8,1,R,4,8,R,2,1,1,1, , , ,2,1, , , ,2,3,3,1,2,1,3,2, , ,2,5,5,5,1,5,5,2,1, ,2,1, , , ,2, , ,5, , , , ,2,2,1,2,2,2,1,1,1, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,5, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,2,2,2,-5,3,1,49,6,2,1,1,1, ,2,1,2,2, ,2,6,10, ,3,2, ,2,2, , , ,1,4,5,3,2,2,1,1, , ,1,1, , ,2,2,1.0645161290322582
1100257,1,60817,1,170608,2,0,2,1,1,4,4,3,S,4,4,S,2,2,2,2, , , ,1,1, , , ,1,1,2,2,1,2,1,4, , ,1,2,1,2,2,2,1,1,2, ,1,2, , , ,1, , ,3, , , , ,2,1,2,1,1,2,1,2,1, , , , , ,1,1,1,2,2,2,1, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,2,2, ,2,1, ,2, ,2,1,4,3,1,8,8,2,75,6,2,1,1,1, ,2,5,2,5, , ,5,6, ,1,1, ,1,1, , ,2, ,5,2,2,2,2,0,1, , ,1,1, , ,2,2,1
1100264,1,60817,1,170608,2,0,2,1,1,2,55,2,U,2,55,U,1,4,1,2, , , ,2,1, , , ,2,2,2,1,2,2,4,2, , ,2,1,2,1,2,1,2,2,1, ,1,1, , , ,2, , ,1, , , , ,1,2,1,2,2,2,1,1,1, , , , , ,2,1,1,1,1,1,1, , , , , , , ,1,2, ,1, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,1,1,1,-8,2,2,77,8,2,1,1,1, ,1,3, ,9, , ,4,7, ,1,3,2, ,2, , , ,1,4,3,1, ,1,0,1, , ,1,1, , ,2,2,1
1100270,1,60817,1,170608,2,0,2,1,1,1,34,4,S,1,34,S,1,2,2,2, , , ,2,1, , , ,2,1,1,1,2,1,4,1, , ,2,1,2,2,1,1,2,2,1, ,2,1, , , ,2, , ,1, , , , ,1,2,1,2,2,1,2,1,1, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,1,1,2,-8,1,2,65,6,2,1,1,1, ,1,3, ,1, ,2,6,6, ,1,2, ,1,2, , , ,2,4,5,2,2,2,0,1, , ,1,1, , ,2,2,1.1935483870967742
1100276,1,60817,1,170608,2,0,2,1,1,1,36,4,S,1,36,S,2,2,2,2, , , ,2,1, , , ,2,1,1,1,1,1,4,1, , ,2,1,2,1,1,1,2,2,1, ,2,1, , , ,2, , ,1, , , , ,1,2,1,2,2,1,2,1,1, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,2,2,2,-10,1,2,65,4,2,1,1,1, ,1,1, ,13, ,2,4,9,1,1,2, ,1,2, , , ,1,5,5,3,3,3,0,1, , ,1,1, , ,2,2,2.096774193548387
1100284,1,61017,1,170608,4,1,4,1,2,4,8,5,U,4,8,U,2,2,2,1, , , ,1,2, , , ,2,2,9,2,9,2,8,4, , ,1,2,1,2,2,5,1,1,2, ,2,2, , , ,2, , ,1, , , , ,2,9,2,1,1,2,1,2,1, , , , , ,1,9,1,1,2,1,1, , , , , , , ,1,2, ,1, , , , , , , , , , , , ,1,1,2, ,1, ,2, ,1,1,2,3,1,8,8,1,70,3,2,1,1,1, ,1,6, ,10, , ,6,1, ,1,4,1, ,1, , ,9, ,9,9,1, ,1,0,1, , ,1,1, , ,2,2,2.032258064516129
1100285,1,60817,1,170608,2,0,2,1,1,2,26,2,R,2,26,R,1,2,1,2, , , ,2,1, , , ,2,1,2,1,2,1,4,1, , ,2,1,2,1,1,1,2,2,1, ,1,2, , , ,2, , ,1, , , , ,1,2,1,2,2,1,2,1,1, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,1,1,2,-10,1,2,68,6,2,1,1,1, ,1,3, ,11,1,2,4,3, ,1,2, ,1,2, , , ,1,4,5,4,3,3,1,2,1, ,1,0, , ,1,2,3
1100300,1,61017,1,170608,3,1,3,1,2,2,26,4,S,2,26,S,1,3,2,1, , , ,2,1, , , ,1,2,1,1,2,1,4,2, , ,2,1,2,1,1,1,2,2,1, ,2,1, , , ,2, , ,1, , , , ,1,2,1,2,2,1,2,1,1, , , , , ,1,1,1,1,1,1,2, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,1,1,1,-8,2,1,89,8,2,1,1,1, ,1,1, ,2, ,2,4,9,1,1,2, ,1,2, , , ,2,4,5,2,2,2,0,1, , ,1,1, , ,2,2,1.161290322580645
1100317,1,60817,1,170608,2,0,2,1,1,1,9,4,S,1,9,S,2,3,1,1, , , ,2,1, , , ,2,2,2,9,2,2,3,2, , ,2,1,2,1,2,1,2,1,2, ,1,2, , , ,2, , ,1, , , , ,1,2,1,2,2,1,1,1,3, , , , , ,2,1,2,2,1,1,1, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,2,1,1, ,1, ,1,2, ,2,2,1,2,-6,2,2,39,3,2,2,2,2, ,1,3, ,12, , ,4,3, ,1,2, ,1,2, , , ,1,2,4,4,3,3,1,2,1, ,1,0, , ,1,2,8.161290322580644
1100322,1,60817,1,170608,2,0,2,1,1,2,29,1,S,2,29,S,1,3,1,1, , , ,2,1, , , ,1,1,1,1,3,1,4,2, , ,2,1,2,1,2,1,2,2,1, ,1,3, , , ,2, , ,3, , , , ,1,2,1,2,2,1,2,1,1, , , , , ,1,1,1,2,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,2,1,9,2,-6,3,1,72,3,2,1,1,1, ,1,1, ,1, ,1,4,8, ,1,2, ,1,2, , , ,2,2,4,2,2,2,0,1, , ,1,1, , ,2,2,2.5483870967741935
1100328,1,61117,1,170608,2,1,2,1,2,4,6,1,R,4,6,R,2,4,2,2, , , ,1,1, , , ,1,2,1,1,1,2,2,4, , ,1,2,1,2,2,1,1,1,2, ,1,2, , , ,1, , ,1, , , , ,2,2,2,1,1,2,1,1,2, , , , , ,2,2,1,1,2,2,1, , , , , , , ,2,2, ,1, , , , , , , , , , , , ,1,2, ,1,1, ,1,1, ,2,4,3,2,6,5,1,54,3,2,1,1,1, ,1,1, ,2, ,1,2,10, ,1,1, ,1,1, , ,2, ,2,1,3,3,3,0,1, , ,1,1, , ,2,2,3.516129032258065
1100331,1,60817,1,170608,1,0,1,1,1,4,32,1,R,4,32,R,2,1,1,1, , , ,1,1, , , ,1,2,1,2,1,2,1,4, , ,1,2,1,2,2,2,1,1,2, ,2,1, , , ,2, , ,1, , , , ,2,1,2,1,1,2,1,2,1, , , , , ,1,1,1,1,2,2,1, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,2, ,1,1, ,2, ,2,1,2,2,2,8,7,1,69,3,2,1,1,1, ,1,1, ,2, ,2,3,3, ,1,3,1, ,1, , ,2, ,3,3,2,2,2,0,1, , ,1,1, , ,2,2,2.258064516129032
1100336,1,60817,1,170608,1,0,1,1,1,4,6,4,U,4,6,U,2,2,1,1, , , ,2,1, , , ,1,3,1,2,2,2,1,3, , ,1,1,2,1,1,2,1,2,1, ,2,1, , , ,2, , ,1, , , , ,1,2,1,1,2,1,1,2,3, , , , , ,1,1,2,2,2,2,2, , , , , , , ,2,2, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,2, ,1,1,3,1,-2,4,2,57,3,2,9,9,9, ,1,3, ,13,1,1,4,1, ,1,2, ,1,2, , , ,2,3,4,1, ,1,0,1, , ,1,1, , ,2,2,3
1100342,1,61617,1,170608,4,1,4,1,2,4,53,1,S,4,53,S,2,3,1,2, , , ,1,2, , , ,1,1,1,1,1,1,2,3, , ,2,2,2,2,1,1,2,1,2, ,2,2, , , ,1, , ,2, , , , ,2,1,1,1,2,1,2,1,3, , , , , ,1,1,1,1,1,2,2, , , , , , , ,1,2, ,2, , , , , , , , , , , , ,3,1,1, ,2, ,2, ,2,2,1,2,2,-2,5,2,21,4,2,1,1,1, ,1,6, ,1, ,2,4,7, ,1,1, ,2,1, , ,1, ,3,2,4,4,3,0,1, , ,1,1, , ,2,2,5.580645161290323
1100351,1,61117,1,170608,3,0,3,1,2,4,6,1,R,4,6,R,1,3,1,2, , , ,1,1, , , ,9,2,1,2,2,2,2,3, , ,1,2,5,2,2,5,1,1,2, ,1,2, , , ,2, , ,1, , , , ,2,1,2,1,1,2,1,2,1, , , , , ,1,1,1,2,1,1,2, , , , , , , ,2,1, ,1, , , , , , , , , , , , ,2,2, ,2,9, ,1,2, ,1,9,2,1,6,8,2,75,3,2,1,1,1, ,1,1, ,1, ,1,2,4, ,1,1, ,1,1, , ,1, ,1,1,2,2,2,0,1, , ,1,1, , ,2,2,2.967741935483871
1100352,1,60817,1,170608,1,0,1,1,1,4,6,4,U,4,6,U,2,1,2,2, , , ,1,1, , , ,1,2,1,2,2,2,1,4, , ,2,9,1,2,2,5,5,1,5, ,9,1, , , ,9, , ,1, , , , ,9,9,9,9,9,9,9,9,1, , , , , ,5,9,9,9,9,9,9, , , , , , , ,9,9, ,2, , , , , , , , , , , , ,2,9, , ,9, ,2, ,9,9,9,9,2,2,7,2,99,8,9,9,9,9, ,1,1, ,99,1,2,9,10, ,1,4,9, ,9, , , , ,9,9,9,9,2,99,1, , ,1,1, , ,2,2,1
1100353,1,60817,1,170608,1,0,1,1,1,4,53,1,U,4,53,U,2,2,1,1, , , ,2,2, , , ,2,1,1,2,2,1,4,3, , ,1,1,2,1,2,1,2,1,1, ,2,2, , , ,2, , ,1, , , , ,2,2,1,2,1,2,1,1,1, , , , , ,2,1,1,1,1,2,1, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,2,1,1, ,1, ,2, ,2,1,2,2,1,-6,2,1,50,5,2,1,1,1, ,1,2, ,1, ,2,5,6, ,1,3,9, ,9, , , , ,3,3,2,2,2,0,1, , ,1,1, , ,2,2,2.5161290322580645
1100356,1,60817,1,170608,1,0,1,1,1,3,12,2,S,3,12,S,1,2,2,2, , , ,1,1, , , ,1,2,1,9,2,9,1,3, , ,1,2,1,2,2,1,1,1,9, ,1,1, , , ,1, , ,9, , , , ,2,1,2,1,1,2,1,9,1, , , , , ,1,2,1,5,1,1,1, , , , , , , ,2,9, ,1, , , , , , , , , , , , ,1,2, ,2,9, ,2, ,2,2,4,4,1,7,8,1,79,6,2,1,1,1, ,1,5, ,1, ,9,2,7, ,9,1, ,1,1, , ,1, ,1,1,1, ,1,0,1, , ,1,1, , ,2,2,1
1100358,1,60817,1,170608,1,0,1,1,1,1,25,3,U,1,25,U,1,3,2,2, , , ,1,9, , , ,9,2,1,9,9,2,2,4, , ,1,1,1,5,5,1,1,1,9, ,2,2, , , ,1, , ,1, , , , ,2,9,9,1,1,2,1,2,2, , , , , ,2,2,2,2,9,1,5, , , , , , , ,2,1, ,1, , , , , , , , , , , , ,2,1,2, ,1, ,2, ,2,2,3,3,1,1,5,1,71,6,2,1,1,1, ,1,1, ,1, ,1,1,5, ,1,3,1, ,1, , ,1, ,1,3,2,2,2,0,1, , ,1,1, , ,2,2,1.2580645161290323
1100359,1,60917,1,170608,2,0,2,1,1,1,36,5,S,1,36,S,2,2,1,2, , , ,9, , , , ,1,2,2,9,9,2,2,2, , ,1,1,2,2,2,5,1,1,1, ,1,2, , , ,1, , ,1, , , , ,1,9,1,2,2,1,1,1,2, , , , , ,1,1,1,1,2,2,1, , , , , , , ,1,2, ,2, , , , , , , , , , , , ,1,1,2, ,2, ,1,2, ,3,2,3,9,1,4,2,80,4,2,1,1,1, ,1,5, ,5, , ,5,10, ,1,2, ,1,2, , , ,1,3,4,1, ,1,0,1, , ,1,1, , ,2,2,1.4838709677419355
1100366,1,60817,1,170608,1,0,1,1,1,4,41,1,U,4,41,U,2,2,2,1, , , ,2,1, , , ,2,2,9,2,9,2,3,4, , ,1,2,1,5,2,1,2,2,1, ,1,3, , , ,2, , ,2, , , , ,2,2,2,2,1,2,1,2,2, , , , , ,1,1,2,1,5,2,2, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,1,1,2, ,2, ,1,2, ,2,1,3,1,1,6,2,53,8,2,1,1,1, ,1,1, ,13,1,2,5,10, ,1,1, ,2,1, , ,9, ,4,2,1, ,1,0,1, , ,1,1, , ,2,2,1
1100368,1,61017,1,170608,2,0,2,2,2,4,6,5,S,4,6,S,2,3,2,1, , , ,2,1, , , ,2,2,2,2,9,1,4,3, , ,5,1,1,1,1,1,5,1,1, ,1,3, , , ,2, , ,4, , , , ,1,2,2,2,1,2,1,2,3, , , , , ,1,1,1,1,1,2,2, , , , , , , ,2,2, ,1, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,4,4,1,-4,0,2,63,1,1,1,3,4,3, ,4,2,2, ,2,4,10, ,3,3,9, ,9, , , , ,9,3,7,7,3,0,2,9, ,1,0, , ,1,2,8.161290322580644
1100389,1,60817,1,170608,1,0,1,1,1,2,39,3,S,2,39,S,1,2,1,1, , , ,9, , , , ,1,2,1,2,2,2,4,4, , ,1,2,1,5,2,2,5,1,1, ,2,1, , , ,8, , ,1, , , , ,1,2,1,2,1,2,1,2,1, , , , , ,1,2,1,1,2,2,1, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,2,2, ,9,1, ,2, ,2,1,2,2,1,6,7,1,74,4,2,1,1,1, ,1,3, ,13, ,2,5,6, ,1,3,1, ,1, , ,2, ,2,3,1, ,1,0,1, , ,1,1, , ,2,2,1.1935483870967742
1100393,1,61017,1,170608,2,1,2,1,2,1,34,4,S,1,34,S,2,3,2,2, , , ,2,1, , , ,2,2,1,1,2,3,4,2, , ,2,1,2,1,1,1,2,2,1, ,1,1, , , ,1, , ,1, , , , ,1,2,1,2,2,2,2,1,1, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,1,1,2,-10,1,2,73,8,2,1,1,1, ,1,1, ,5, , ,5,9,2,1,2, ,1,2, , , ,1,5,5,2,2,2,0,1, , ,1,1, , ,2,2,1.1935483870967742
1100410,1,60917,1,170608,3,0,3,1,2,2,26,2,S,2,26,S,2,1,2,2, , , ,9, , , , ,9,9,3,3,9,2,8,8, , ,1,5,1,2,2,2,5,1,1, ,1,3, , , ,9, , ,3, , , , ,2,2,1,9,1,2,2,2,2, , , , , ,2,1,1,2,2,2,1, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,1, ,1,1, ,1,3,2,1,2,6,2,75,4,2,1,1,1, ,1,2, ,1, ,2,2,2, ,1,3,1, ,1, , ,2, ,3,3,2,2,2,0,1, , ,1,1, , ,2,2,1.741935483870968
1100431,1,60817,1,170608,2,0,2,1,1,4,6,3,S,4,6,S,2,2,2,1, , , ,1,1, , , ,2,2,1,2,9,2,2,4, , ,1,2,1,2,2,2,1,1,1, ,1,2, , , ,1, , ,1, , , , ,2,1,2,1,1,2,1,2,1, , , , , ,1,1,2,1,2,1,1, , , , , , , ,1,2, ,1, , , , , , , , , , , , ,2,2, ,2,1, ,1,2, ,1,4,3,9,6,8,2,83,3,2,1,1,1, ,1,1, ,1, ,2,2,3, ,1,1, ,1,1, , ,1, ,1,1,2,2,2,0,1, , ,1,1, , ,2,2,3.3548387096774195
1100432,1,60817,1,170608,2,0,2,1,1,3,21,2,S,3,21,S,1,2,2,1, , , ,2,1, , , ,1,2,2,2,2,1,4,2, , ,1,2,2,1,1,1,2,2,1, ,1,1, , , ,2, , ,1, , , , ,1,2,1,2,2,2,2,1,1, , , , , ,1,2,1,2,1,2,2, , , , , , , ,2,1, ,2, , , , , , , , , , , , ,1,1,2, ,2, ,1,2, ,1,4,3,1,-2,3,1,48,8,1,3,3,4,3, ,1,1,13, ,1,4,6, ,1,3,9, ,9, , , , ,3,3,6,2,2,4,1, , ,1,1, , ,2,2,1.1935483870967742
1100435,1,60817,1,170608,2,0,2,1,1,3,48,3,U,3,48,U,2,4,2,1, , , ,2,1, , , ,2,2,1,1,2,2,4,2, , ,2,2,2,2,2,1,2,1,1, ,1,1, , , ,2, , ,2, , , , ,1,2,1,2,2,1,2,1,1, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,2,2,1,-4,3,2,57,8,1,1,3,3,1, ,3, ,2, ,2,2,6, ,1,2, ,1,2, , , ,1,4,5,3,2,2,1,1, , ,1,1, , ,2,2,1.3548387096774193
1100439,1,60817,1,170608,2,0,2,1,1,4,41,1,R,4,41,R,2,1,2,1, , , ,9, , , , ,1,2,3,2,2,2,2,3, , ,1,2,1,2,2,9,5,1,1, ,9,2, , , ,2, , ,1, , , , ,1,2,1,1,1,2,1,2,1, , , , , ,9,2,2,1,9,1,1, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,2,1,2, ,2, ,2, ,2,3,3,2,2,5,7,1,64,3,2,1,1,1, ,1,1, ,13, ,1,5,3, ,1,1, ,1,1, , ,9, ,2,1,1, ,1,0,2, , ,1,0, , ,1,1,5.645161290322581
